cycle,name,latent_period
528,Staff51,5
638,Residents37,7
734,Residents33,5
768,Residents38,8
819,Residents36,2
855,Residents30,7
917,Residents170,6
963,Residents117,2
1001,Staff143,3
1035,Residents162,2
1040,Residents32,2
1088,Residents101,4
1127,Residents3,6
1173,Residents118,2
1179,Residents163,3
1295,Residents97,7
1534,Residents121,2
1883,Residents45,7
1911,Staff43,3
1912,Residents43,6
1947,Residents153,3
2015,Residents50,2
2031,Residents46,9
2037,Residents154,7
2066,Staff23,7
2069,Residents49,6
2088,Residents142,4
2090,Residents144,9
2096,Residents138,4
2100,Residents151,7
2107,Staff49,8
2113,Staff70,2
2124,Residents139,2
2128,Residents160,2
2135,Residents129,6
2136,Staff161,4
2142,Residents128,4
2152,Staff1,3
2152,Staff126,5
2156,Staff67,9
2170,Residents146,9
2176,Staff66,6
2179,Residents127,4
2180,Residents141,3
2185,Residents13,3
2188,Residents130,9
2189,Residents131,6
2198,Residents134,8
2217,Residents133,3
2218,Residents159,5
2279,Staff22,5
2324,Residents136,6
2328,Staff168,5
2332,Residents12,7
2378,Residents14,8
2609,Staff18,2
2618,Staff59,2
2641,Staff73,3
