cycle,name,latent_period
55,Residents32,6
168,Residents33,2
289,Residents70,5
290,Residents73,2
290,Residents74,8
319,Residents71,5
416,Staff102,2
448,Residents72,3
490,Residents69,9
564,Residents23,7
585,Staff34,2
590,Residents29,2
590,Residents94,5
595,Residents27,4
599,Residents148,6
609,Residents99,5
614,Residents117,2
641,Residents67,4
659,Residents41,4
665,Residents92,4
665,Residents116,6
667,Residents101,6
672,Staff36,7
704,Residents95,4
712,Residents159,8
713,Residents68,3
725,Residents160,4
755,Residents149,7
769,Residents22,5
794,Residents20,3
794,Residents147,8
807,Residents121,3
826,Residents90,8
851,Residents78,2
870,Residents91,5
884,Residents21,5
893,Residents18,2
917,Residents80,2
938,Residents19,4
954,Residents155,3
1087,Residents76,3
1149,Residents131,2
1236,Residents129,8
1244,Residents126,8
1251,Residents77,2
1263,Residents7,2
1289,Residents168,8
1289,Residents170,4
