cycle,name,latent_period
122,Residents134,6
271,Residents133,4
286,Residents129,3
305,Residents132,8
364,Residents131,3
378,Staff110,4
378,Staff159,7
442,Residents50,9
449,Staff7,5
680,Residents38,8
756,Staff117,8
827,Staff80,3
835,Residents160,6
843,Residents71,8
903,Residents37,4
927,Residents36,9
948,Residents19,7
948,Residents15,2
965,Residents94,4
984,Staff64,4
985,Staff37,5
1025,Residents167,6
1026,Residents173,7
1058,Residents17,7
1067,Residents125,2
1078,Residents93,6
1082,Staff36,4
1132,Staff166,4
1137,Residents166,3
1195,Residents172,7
1195,Residents171,6
1196,Residents12,4
1214,Residents165,6
1221,Residents124,5
1308,Staff22,6
1344,Residents159,4
1385,Staff11,6
1389,Residents147,7
1396,Residents54,3
1470,Residents123,4
1472,Residents114,4
1475,Residents77,8
1484,Staff40,9
1505,Residents69,7
1511,Staff33,6
1515,Residents111,4
1563,Residents56,4
1568,Staff147,9
1581,Residents117,8
1593,Residents76,7
1596,Residents110,3
1603,Residents113,5
1630,Residents88,2
1674,Residents112,9
1749,Staff28,6
1786,Residents53,3
1788,Residents108,4
1807,Residents87,2
1815,Residents89,2
1885,Residents51,5
1944,Residents18,3
1971,Residents65,6
1974,Residents52,3
1976,Residents121,2
1978,Residents14,2
2012,Staff162,2
2016,Residents11,2
2037,Residents164,5
2041,Residents25,6
2050,Residents20,3
2083,Residents122,2
2114,Residents63,3
2119,Residents120,8
2127,Residents145,7
2145,Residents146,4
2157,Residents109,9
2191,Residents24,4
2197,Residents48,5
2213,Residents142,6
2215,Residents62,3
2260,Residents141,4
2262,Residents21,2
2535,Staff72,2
2550,Residents30,2
2615,Residents161,2
2628,Residents32,6
2637,Residents157,4
2723,Residents31,4
2836,Residents27,5
2890,Residents26,8
2920,Residents70,4
