cycle,name,latent_period
66,Residents151,2
73,Staff95,4
105,Residents101,2
106,Staff168,6
112,Residents53,5
147,Residents51,6
166,Residents100,2
175,Residents30,2
181,Residents80,7
208,Residents50,7
215,Residents83,4
221,Residents79,9
232,Residents46,8
235,Residents135,3
248,Residents52,2
257,Staff79,9
263,Residents104,4
312,Residents81,8
316,Residents82,2
377,Residents49,4
464,Residents48,9
494,Residents78,8
687,Residents124,2
689,Residents20,2
714,Staff78,3
739,Residents98,5
758,Residents125,8
882,Residents18,5
1028,Staff40,7
1618,Residents21,7
1677,Staff1,8
1697,Residents5,3
1757,Residents58,3
1768,Residents56,6
1818,Residents4,7
1818,Residents6,3
2022,Residents123,7
2183,Staff54,8
2344,Staff82,4
2440,Staff58,6
2440,Staff155,6
2482,Residents138,3
2488,Residents12,8
2600,Residents139,2
2701,Residents148,6
2713,Residents146,3
2746,Residents144,9
2763,Residents15,3
2790,Residents147,3
