cycle,name,latent_period
90,Staff106,2
117,Staff47,7
135,Residents31,3
142,Residents62,4
157,Residents130,8
162,Staff167,3
165,Residents97,7
180,Residents124,3
213,Residents82,2
215,Residents157,6
223,Residents83,4
223,Residents167,6
223,Staff59,2
224,Residents117,2
235,Residents51,3
235,Residents166,6
235,Staff113,6
242,Residents53,2
242,Staff33,2
261,Residents126,2
267,Residents84,9
273,Staff168,4
280,Residents81,2
291,Staff13,4
300,Staff53,5
304,Residents63,2
304,Residents125,5
306,Residents123,2
316,Residents137,7
330,Residents52,2
343,Residents64,3
344,Residents61,6
356,Residents18,3
359,Residents165,3
371,Staff4,8
385,Residents21,2
386,Residents128,3
407,Residents11,2
432,Residents25,3
456,Staff144,8
465,Residents135,4
467,Staff94,6
490,Residents93,3
506,Residents22,3
515,Residents23,2
517,Residents72,7
518,Residents76,6
530,Residents66,4
539,Residents26,4
543,Residents13,2
553,Residents69,7
566,Residents151,2
567,Residents24,5
580,Residents68,8
594,Residents78,2
636,Residents154,2
644,Staff107,5
644,Staff76,5
661,Residents79,5
714,Residents73,2
742,Residents65,6
759,Residents152,7
787,Residents74,4
789,Residents67,8
821,Residents95,2
834,Residents153,4
909,Staff43,7
925,Residents1,4
959,Residents150,7
979,Staff159,2
1134,Residents40,2
1297,Staff27,6
1602,Staff23,3
1768,Staff67,5
1773,Staff58,6
