cycle,name,latent_period
16,Staff128,3
34,Residents68,4
34,Residents70,6
93,Residents132,2
113,Staff44,6
138,Staff123,3
156,Residents146,2
161,Staff86,5
165,Staff110,5
167,Residents92,3
176,Residents91,2
177,Residents147,5
182,Residents131,2
188,Residents142,5
190,Residents71,3
200,Residents84,2
205,Residents1,3
210,Residents2,4
216,Residents143,2
235,Residents46,4
241,Residents133,3
243,Residents134,2
250,Residents85,3
253,Residents145,2
254,Residents38,5
263,Residents139,2
274,Residents90,8
280,Residents148,5
289,Residents144,2
302,Residents49,3
320,Residents0,4
320,Residents141,7
332,Residents67,8
334,Residents113,2
334,Residents149,7
348,Residents22,4
351,Residents9,3
353,Residents45,5
354,Residents60,8
357,Residents112,3
378,Residents11,6
382,Residents36,2
382,Residents115,5
392,Residents25,2
392,Residents167,2
399,Residents72,2
399,Residents19,2
402,Staff140,5
403,Staff85,2
406,Residents56,6
412,Staff31,6
452,Staff51,3
473,Residents155,2
475,Residents47,7
483,Residents166,6
497,Residents117,6
512,Residents26,6
528,Residents40,5
531,Residents154,5
581,Residents42,5
642,Staff142,3
667,Residents140,3
724,Residents138,9
745,Staff23,5
770,Staff33,7
795,Staff56,9
917,Staff108,5
985,Staff91,3
