cycle,name,latent_period
119,Residents67,3
240,Residents68,7
329,Staff60,4
428,Residents74,4
539,Residents69,6
554,Residents46,4
595,Residents138,4
617,Staff142,2
628,Residents156,3
634,Residents84,4
654,Residents161,4
659,Residents21,6
685,Residents19,2
687,Residents85,9
687,Staff141,3
691,Staff11,2
692,Staff52,6
693,Residents24,2
693,Staff62,3
696,Residents39,4
707,Residents25,3
709,Residents70,3
710,Residents44,4
738,Residents23,7
747,Residents22,4
747,Residents86,6
761,Residents90,6
761,Staff6,3
768,Residents20,2
772,Staff148,8
774,Residents37,3
783,Staff48,6
789,Residents148,3
798,Residents27,2
803,Residents18,8
818,Residents172,7
821,Residents30,4
823,Staff56,6
824,Residents43,4
826,Residents26,8
832,Residents38,2
838,Residents153,7
840,Residents168,3
856,Residents169,6
863,Residents119,2
868,Residents72,7
903,Residents36,5
908,Residents40,2
941,Residents32,8
1109,Residents120,5
1237,Residents121,5
1346,Residents59,6
1391,Staff46,5
1393,Residents56,3
1563,Staff21,2
1589,Staff72,6
1667,Residents50,2
1674,Residents52,2
1732,Residents51,2
1737,Residents47,4
1795,Staff119,3
1837,Residents35,2
2132,Staff20,9
