cycle,name,latent_period
25,Residents154,5
145,Staff61,8
209,Residents162,6
222,Residents153,9
255,Staff87,2
321,Residents51,3
326,Residents48,6
350,Residents53,2
361,Residents163,8
380,Residents125,4
398,Residents123,6
426,Residents52,2
487,Staff53,5
490,Staff104,7
496,Residents17,8
512,Residents128,2
516,Residents2,5
592,Residents43,2
594,Residents11,2
600,Staff101,3
624,Residents115,8
636,Residents42,6
641,Residents50,3
646,Residents49,4
669,Staff100,5
685,Residents10,3
707,Residents20,5
733,Residents16,3
754,Residents15,3
770,Residents0,8
840,Residents114,3
843,Residents44,6
849,Residents22,2
864,Residents116,4
892,Residents106,4
910,Residents19,2
953,Staff119,3
970,Residents18,6
986,Residents82,4
1015,Residents83,2
1046,Residents21,5
1057,Residents81,4
1062,Residents102,4
1062,Residents105,2
1108,Residents35,6
1130,Residents107,3
1174,Residents3,9
1410,Staff20,5
1457,Staff43,4
1511,Residents79,6
1609,Residents94,3
1616,Residents67,5
1778,Staff11,5
