cycle,name,latent_period
48,Residents173,4
48,Residents157,6
148,Residents39,4
169,Residents84,6
170,Residents86,6
173,Residents66,3
181,Residents68,4
188,Residents40,3
204,Residents172,3
245,Staff104,7
247,Residents41,4
254,Residents67,3
286,Residents63,2
291,Staff49,6
311,Residents101,4
314,Residents96,7
319,Residents89,9
321,Residents120,4
322,Residents29,6
328,Residents154,4
346,Residents151,2
354,Residents27,2
362,Residents121,4
375,Residents134,5
383,Staff132,6
398,Residents10,3
398,Residents9,2
412,Staff122,2
429,Residents6,5
435,Staff50,7
442,Residents150,3
461,Residents98,9
469,Residents42,6
476,Residents132,7
480,Residents28,9
480,Residents65,5
482,Residents31,6
482,Residents32,2
484,Staff57,4
502,Residents133,7
518,Residents152,4
520,Residents153,7
525,Residents136,2
539,Staff24,4
550,Residents129,5
571,Staff148,2
572,Staff53,2
595,Residents88,4
596,Staff60,4
603,Residents137,2
617,Staff86,3
636,Residents44,6
647,Residents43,8
650,Residents125,8
657,Staff112,3
674,Residents24,4
785,Residents104,6
825,Staff156,3
876,Residents161,2
930,Residents160,8
969,Staff47,8
1026,Staff79,5
1122,Staff20,3
