cycle,name,latent_period
183,Staff23,2
232,Residents79,9
233,Residents80,4
303,Staff105,4
314,Staff149,3
329,Staff70,2
369,Residents15,5
370,Residents116,2
381,Residents115,3
382,Residents122,3
413,Residents6,4
418,Residents146,5
422,Residents16,3
444,Residents113,6
445,Residents109,3
459,Staff27,2
496,Residents114,6
500,Residents86,7
518,Residents140,7
526,Residents118,6
531,Residents66,6
542,Residents88,5
547,Residents106,3
549,Residents85,7
559,Residents121,9
569,Residents104,2
582,Residents7,4
606,Residents120,5
607,Residents111,9
612,Residents107,3
664,Residents144,2
701,Residents87,4
719,Residents84,8
809,Staff160,4
810,Staff118,6
823,Residents158,4
826,Residents137,4
829,Residents135,2
960,Staff122,2
965,Staff48,4
980,Residents35,3
999,Residents136,5
1093,Staff129,5
