cycle,name,latent_period
171,Staff83,7
244,Staff156,8
297,Residents150,4
329,Residents154,2
418,Residents151,7
443,Residents152,8
461,Staff22,3
495,Residents124,9
505,Residents20,6
611,Residents35,2
647,Residents146,4
649,Residents120,3
659,Residents162,2
668,Residents141,3
669,Staff19,5
671,Residents24,3
675,Residents138,8
681,Residents34,6
687,Residents78,5
692,Residents115,2
699,Residents164,6
716,Residents140,8
733,Residents32,4
735,Staff58,6
741,Residents21,2
748,Residents168,3
749,Staff151,9
752,Residents25,9
772,Residents29,8
778,Residents105,2
778,Residents104,7
787,Residents144,7
790,Residents27,4
792,Residents145,4
797,Residents62,7
813,Residents43,5
816,Staff142,3
816,Staff56,3
853,Residents46,2
856,Residents169,5
859,Residents28,2
863,Residents47,3
873,Residents107,9
878,Residents7,8
905,Residents45,3
905,Residents106,5
913,Residents50,9
914,Residents131,2
930,Staff163,6
944,Residents42,7
945,Residents44,2
961,Residents103,2
964,Residents36,7
969,Staff16,2
990,Residents116,7
1013,Residents102,3
1020,Residents9,8
1020,Residents76,4
1026,Staff125,5
1050,Residents12,2
1066,Staff96,9
1153,Residents6,7
1249,Residents48,8
1301,Residents93,3
1481,Residents67,7
1495,Residents68,5
1496,Residents70,4
1589,Staff141,4
