cycle,name,latent_period
65,Staff159,2
123,Residents36,7
199,Residents134,4
241,Staff117,3
253,Residents167,6
299,Residents38,8
301,Residents163,2
312,Residents37,8
338,Residents166,2
369,Residents131,2
389,Staff10,5
430,Residents130,4
430,Residents169,5
442,Staff146,8
448,Residents154,2
465,Residents99,5
477,Residents101,3
487,Residents124,7
526,Residents153,3
533,Residents123,8
553,Residents129,5
615,Residents67,4
667,Residents19,4
675,Residents68,4
676,Residents141,2
691,Residents142,8
721,Staff137,3
722,Staff169,2
730,Residents146,2
740,Staff166,6
749,Residents72,5
750,Residents90,5
762,Residents54,2
765,Residents138,7
770,Staff66,2
787,Residents143,5
814,Residents55,7
817,Staff151,4
821,Residents119,4
825,Residents56,3
825,Residents94,6
827,Residents114,2
828,Residents21,3
834,Staff63,3
836,Staff41,2
840,Residents20,3
841,Staff45,6
843,Staff34,2
851,Residents128,3
856,Residents81,7
866,Residents78,8
887,Staff39,6
893,Residents30,2
894,Residents116,3
914,Residents84,4
917,Residents14,6
924,Residents64,3
932,Residents93,9
939,Residents25,6
939,Residents127,4
957,Residents7,9
970,Residents65,9
977,Residents60,5
988,Residents27,3
991,Residents32,2
1004,Residents6,2
1011,Residents63,2
1012,Residents62,4
1027,Residents31,3
1059,Staff108,6
1126,Residents59,8
1128,Residents121,8
1157,Residents15,5
1164,Residents97,3
1181,Residents152,6
1298,Residents17,8
1305,Residents16,7
1326,Residents150,8
1328,Residents120,9
1340,Residents96,8
1356,Residents52,6
1511,Residents48,2
1579,Residents122,5
1600,Residents53,7
1639,Staff18,9
1963,Residents149,3
