cycle,name,latent_period
48,Staff16,4
60,Residents138,3
136,Residents56,3
189,Residents140,6
245,Residents4,3
298,Residents126,3
324,Residents153,7
395,Residents128,5
414,Residents80,7
433,Residents150,8
435,Residents36,6
455,Residents92,4
459,Staff115,3
471,Staff134,6
495,Residents94,5
497,Residents127,4
501,Staff126,7
507,Residents22,3
520,Residents151,6
546,Residents154,5
548,Residents155,6
555,Residents21,3
562,Residents91,5
580,Residents163,5
584,Residents78,4
641,Staff78,9
642,Residents152,3
648,Residents23,5
685,Residents162,8
694,Residents48,2
695,Staff5,3
714,Staff109,3
727,Residents90,5
738,Residents136,5
744,Residents132,3
750,Residents5,4
793,Staff1,4
809,Staff152,3
814,Residents114,3
820,Residents110,3
821,Staff84,8
877,Residents88,8
879,Residents89,5
890,Residents115,3
897,Residents108,6
897,Residents157,5
918,Residents158,5
936,Staff55,3
940,Residents120,7
946,Residents109,5
955,Residents3,2
963,Residents135,3
966,Residents145,7
1020,Residents156,2
1027,Residents142,3
1052,Residents129,4
1092,Residents160,7
1102,Residents159,2
1128,Residents130,3
1166,Residents144,2
1172,Residents161,6
1199,Residents34,4
1229,Staff82,3
1241,Residents83,9
1261,Residents95,6
1273,Residents137,5
1273,Staff143,6
1300,Staff136,3
1344,Staff150,6
1482,Residents81,4
1490,Staff132,9
1674,Residents85,3
