cycle,name,latent_period
55,Staff15,3
130,Staff144,3
177,Residents94,2
241,Residents95,2
270,Residents93,6
299,Residents67,9
633,Residents6,5
724,Residents47,6
747,Residents46,3
754,Staff97,5
798,Residents69,5
812,Residents126,8
818,Staff28,3
818,Staff131,7
842,Residents49,3
848,Residents53,4
849,Staff85,2
852,Staff126,2
867,Residents18,6
869,Residents19,3
899,Residents163,2
900,Residents147,2
917,Residents164,7
922,Residents37,2
923,Residents52,7
924,Residents123,5
932,Residents17,6
935,Staff36,3
936,Staff112,6
936,Staff167,5
949,Staff165,6
954,Residents149,3
963,Residents20,2
964,Residents148,4
975,Residents92,2
984,Residents44,2
986,Staff163,4
987,Residents56,5
990,Residents124,5
1001,Residents162,8
1013,Residents70,9
1013,Residents139,4
1024,Residents5,2
1024,Residents51,2
1028,Residents111,7
1040,Residents54,8
1041,Residents64,8
1041,Staff8,3
1042,Residents132,8
1046,Residents100,3
1060,Staff91,2
1060,Staff146,8
1077,Residents125,9
1083,Residents45,2
1095,Residents89,9
1096,Staff64,6
1099,Staff24,8
1105,Residents63,2
1109,Staff86,8
1116,Staff60,2
1120,Residents113,2
1121,Residents99,7
1124,Residents108,4
1150,Residents57,3
1153,Staff27,5
1161,Residents16,6
1169,Residents43,6
1181,Residents15,2
1204,Staff88,7
1219,Staff68,4
1242,Staff89,8
1267,Residents65,5
1278,Residents55,2
1299,Residents83,6
1307,Residents77,4
1327,Residents81,3
1337,Residents87,5
1378,Residents32,2
1423,Residents98,4
1433,Residents58,3
1586,Staff148,4
1737,Residents170,5
1779,Residents169,5
