cycle,name,latent_period
43,Residents118,4
103,Residents119,3
132,Residents149,4
132,Staff106,4
160,Staff73,4
163,Staff42,4
165,Staff146,8
173,Residents17,6
188,Residents120,6
191,Residents128,2
199,Residents81,7
205,Staff129,2
264,Residents127,3
264,Staff32,3
268,Residents136,6
280,Residents15,2
285,Residents83,7
293,Residents94,2
316,Staff8,2
327,Residents95,9
330,Staff119,2
331,Residents0,3
331,Residents155,5
352,Staff51,9
380,Residents93,7
380,Residents68,5
426,Residents96,3
450,Staff120,2
469,Residents154,5
470,Residents54,5
500,Staff108,2
501,Staff100,2
501,Staff14,3
509,Residents97,8
526,Residents69,8
554,Residents99,2
567,Residents70,5
604,Residents66,6
640,Residents55,7
640,Residents124,7
659,Residents101,5
690,Residents71,7
722,Residents98,3
822,Residents59,3
839,Residents56,6
844,Residents48,4
847,Residents61,2
852,Residents148,7
895,Residents57,4
922,Residents3,4
941,Residents36,3
960,Residents145,5
972,Staff84,7
1001,Residents91,8
1002,Residents78,4
1016,Residents82,5
1046,Residents79,2
1046,Residents90,4
1072,Residents38,5
1075,Residents147,9
1095,Residents146,3
1109,Residents80,2
1124,Staff13,5
1128,Residents37,4
1154,Staff113,3
1165,Residents19,4
1173,Residents18,2
1242,Residents20,8
1261,Residents144,7
1891,Residents10,7
1956,Residents11,3
1970,Staff67,3
2004,Staff109,5
2186,Staff25,6
