cycle,name,latent_period
235,Staff55,8
396,Residents71,7
419,Residents57,3
420,Residents55,2
455,Residents94,2
464,Residents54,5
488,Residents115,8
501,Staff125,9
546,Staff69,6
558,Residents20,4
567,Residents15,2
579,Residents108,5
580,Residents143,6
592,Residents138,9
601,Residents170,4
623,Residents17,3
624,Residents128,5
628,Staff104,3
633,Residents127,2
636,Residents1,2
664,Staff158,9
666,Staff58,3
670,Residents3,4
674,Residents16,2
684,Residents29,3
684,Residents161,5
692,Residents5,8
693,Residents159,6
694,Residents130,8
706,Residents56,3
712,Residents67,2
719,Residents80,6
734,Residents168,9
735,Residents169,5
737,Residents131,4
738,Residents48,8
742,Residents116,7
751,Residents109,3
774,Residents76,2
794,Residents27,2
805,Residents70,9
815,Staff49,6
818,Residents160,8
834,Residents74,2
852,Residents84,2
852,Residents156,4
863,Residents110,3
901,Staff17,9
918,Residents118,2
921,Residents86,2
953,Residents158,5
964,Residents49,9
1003,Residents45,5
1030,Residents117,6
1057,Residents121,9
1066,Residents124,3
1067,Residents151,7
1078,Residents154,9
1125,Residents122,3
1137,Residents125,2
1159,Residents123,3
1217,Residents96,2
1257,Residents104,3
1333,Residents107,2
1338,Residents38,3
1421,Staff50,3
1466,Residents166,6
1597,Staff53,5
