cycle,name,latent_period
105,Residents73,3
195,Residents69,9
197,Staff71,6
201,Residents74,3
240,Staff20,2
268,Staff58,6
282,Residents72,6
312,Staff73,8
330,Residents71,7
400,Residents12,7
432,Staff48,2
433,Staff8,7
434,Residents68,7
537,Residents66,2
589,Residents67,7
603,Staff11,4
644,Staff137,6
653,Residents157,7
666,Residents59,4
666,Staff143,9
671,Residents161,4
672,Residents46,9
681,Residents147,5
724,Staff31,2
742,Residents58,3
744,Staff63,3
762,Residents62,5
770,Residents57,3
819,Residents170,2
887,Residents169,6
897,Staff49,3
904,Residents45,8
923,Residents63,4
943,Residents168,6
955,Residents47,3
967,Staff115,5
992,Residents135,7
1023,Residents65,3
1064,Residents137,2
1095,Residents64,3
1105,Residents99,7
1119,Residents100,4
1134,Residents136,8
1164,Residents117,3
1170,Staff132,5
1185,Residents54,3
1229,Residents37,3
1241,Staff133,8
1248,Residents134,4
1255,Residents119,7
1256,Residents114,2
1260,Residents56,4
1294,Residents101,6
1408,Staff68,2
1435,Residents78,4
