cycle,name,latent_period
59,Residents128,5
83,Residents40,2
118,Residents39,2
161,Residents80,2
166,Residents59,9
287,Residents60,4
458,Residents61,9
488,Residents58,6
516,Residents62,2
532,Staff3,4
625,Staff117,5
627,Residents158,7
648,Residents57,4
697,Residents1,8
754,Residents151,8
827,Residents36,2
873,Residents38,2
894,Residents2,5
950,Residents34,5
957,Residents21,3
967,Residents150,5
983,Staff125,6
987,Staff49,3
988,Staff166,2
993,Residents35,2
1005,Residents26,3
1015,Residents67,5
1047,Residents25,8
1049,Residents37,3
1054,Residents93,2
1144,Residents94,2
1158,Residents68,3
1165,Residents157,8
1175,Residents95,5
