cycle,name,latent_period
177,Residents80,5
207,Residents92,2
307,Residents41,5
311,Residents28,3
334,Residents79,5
334,Residents100,2
387,Staff17,3
387,Staff2,7
413,Staff13,6
415,Residents27,2
422,Residents61,6
457,Residents126,2
459,Staff63,5
466,Residents99,9
467,Residents102,3
471,Staff65,3
480,Residents143,3
482,Staff154,3
505,Residents101,6
515,Residents40,3
520,Residents128,5
526,Residents62,9
529,Staff40,3
531,Staff84,5
532,Residents141,6
533,Staff145,4
538,Residents122,9
562,Residents110,4
584,Staff161,6
589,Residents164,4
600,Residents170,9
601,Staff21,6
662,Residents109,6
717,Residents9,4
730,Residents98,7
753,Residents34,5
754,Residents129,7
795,Staff133,4
815,Residents64,9
