cycle,name,latent_period
220,Staff121,8
251,Residents99,8
258,Residents96,6
262,Residents102,9
278,Residents57,4
288,Staff10,2
302,Residents116,8
315,Residents97,3
342,Residents71,5
346,Residents55,6
360,Staff70,7
366,Residents78,3
378,Residents54,2
388,Residents58,2
413,Residents98,7
433,Staff135,9
447,Residents80,3
449,Staff30,9
466,Residents101,2
486,Residents83,3
490,Residents82,6
491,Residents56,2
508,Residents69,5
509,Residents100,2
510,Residents5,3
511,Residents81,3
533,Residents169,4
537,Residents137,7
537,Residents163,2
539,Residents119,2
557,Residents70,9
563,Residents118,2
590,Residents50,4
601,Residents31,2
605,Residents136,5
620,Residents168,6
621,Residents32,7
627,Staff119,6
632,Residents155,3
664,Residents117,2
668,Staff95,8
679,Residents170,2
707,Residents160,9
715,Residents94,6
720,Residents30,8
732,Residents67,6
768,Residents85,2
780,Residents129,3
784,Staff9,8
801,Residents158,4
808,Staff39,5
811,Staff53,6
818,Residents133,5
833,Staff86,5
855,Residents126,5
857,Residents86,5
864,Residents132,4
868,Residents135,7
883,Staff117,4
927,Residents134,7
960,Residents95,8
1091,Residents162,5
1175,Residents154,7
1244,Staff113,9
1287,Staff130,5
1287,Staff14,2
1348,Residents159,6
1498,Residents161,3
1763,Residents18,4
1815,Residents140,2
1961,Residents11,2
1972,Residents13,7
1983,Residents139,4
1997,Residents138,2
2008,Residents142,2
2028,Residents9,6
2174,Residents14,2
2197,Residents125,2
2204,Residents12,4
2251,Residents123,4
2368,Residents124,7
