cycle,name,latent_period
27,Residents140,5
28,Residents141,9
280,Staff81,6
405,Staff134,8
498,Staff71,2
572,Staff163,2
573,Residents34,7
615,Staff47,5
648,Residents85,5
667,Residents84,4
716,Staff72,4
717,Residents155,4
776,Residents32,4
786,Residents30,4
793,Residents28,3
810,Residents161,3
818,Residents159,2
819,Staff151,8
828,Staff149,4
850,Residents120,4
859,Residents121,3
909,Residents58,3
911,Staff15,2
942,Residents27,4
942,Residents60,4
945,Residents109,2
985,Staff124,9
1008,Staff52,8
1011,Residents172,8
1024,Residents86,3
1034,Residents55,9
1037,Residents29,8
1038,Residents18,2
1056,Residents57,4
1059,Residents65,6
1068,Residents62,3
1082,Residents108,7
1082,Staff75,6
1096,Residents61,4
1158,Residents77,3
1160,Residents89,7
1214,Residents20,6
1229,Residents64,5
1232,Residents63,2
1292,Staff1,4
1469,Staff138,3
1712,Residents171,6
1773,Residents173,6
1795,Staff34,5
