cycle,name,latent_period
79,Residents2,6
137,Staff83,3
140,Staff134,6
167,Staff102,9
248,Staff99,6
276,Staff42,6
290,Residents1,4
331,Residents128,4
346,Staff69,2
354,Residents133,3
400,Residents131,3
446,Residents111,3
446,Residents129,2
467,Residents132,5
474,Residents130,7
483,Residents134,3
539,Residents113,5
568,Residents115,2
703,Residents153,4
802,Residents155,7
826,Residents154,5
836,Staff15,4
838,Residents164,2
879,Staff11,3
892,Staff77,3
912,Residents124,2
929,Residents87,3
936,Residents162,3
937,Staff154,9
938,Staff62,8
959,Staff1,3
961,Staff81,3
966,Residents125,5
977,Residents123,5
983,Staff22,3
985,Staff71,7
991,Staff38,3
996,Residents66,9
1003,Residents19,9
1007,Residents94,5
1011,Residents88,6
1015,Residents89,2
1032,Residents160,3
1032,Residents84,4
1056,Staff146,3
1059,Residents122,6
1064,Residents69,5
1069,Residents100,8
1076,Residents127,4
1078,Residents121,4
1081,Staff34,4
1088,Residents168,2
1103,Staff46,9
1105,Staff73,6
1112,Residents136,2
1129,Staff166,3
1157,Staff75,9
1163,Residents137,9
1213,Residents68,2
1248,Staff39,2
1275,Residents101,3
1296,Staff2,4
1387,Residents99,2
1397,Residents72,5
1433,Residents41,9
1502,Residents71,7
1547,Residents40,8
1686,Residents39,8
1742,Residents29,2
