cycle,name,latent_period
35,Residents56,2
57,Staff93,2
68,Residents153,6
107,Staff164,9
110,Residents0,4
129,Staff97,4
138,Residents55,3
211,Residents1,3
212,Residents162,3
214,Residents155,5
223,Residents154,6
256,Residents151,5
284,Residents110,5
298,Residents6,2
300,Residents113,4
305,Staff9,3
316,Residents112,2
337,Residents8,5
337,Staff2,2
338,Residents92,8
345,Residents111,2
350,Residents108,2
388,Residents7,6
389,Staff161,2
389,Staff145,4
397,Residents90,3
397,Residents146,7
421,Residents79,4
436,Staff112,4
437,Residents37,7
444,Residents145,4
452,Residents5,8
454,Residents157,2
459,Staff110,2
465,Residents170,4
469,Residents87,2
476,Residents12,5
483,Staff57,3
483,Staff167,6
488,Residents171,8
494,Residents35,2
496,Staff24,3
505,Residents38,3
506,Residents158,8
506,Staff169,6
511,Residents20,7
517,Residents33,4
518,Residents173,6
531,Residents51,2
545,Residents168,3
564,Residents75,8
566,Residents139,2
566,Residents89,5
573,Residents76,3
582,Residents143,5
641,Residents140,7
656,Residents72,7
687,Residents126,4
695,Residents66,4
696,Staff38,6
741,Staff140,3
755,Residents122,6
776,Staff141,6
801,Residents41,4
836,Staff74,6
839,Residents73,4
850,Residents144,2
964,Staff67,5
1120,Residents3,9
