cycle,name,latent_period
602,Residents49,3
644,Staff153,6
672,Residents89,3
675,Residents45,8
750,Residents50,5
761,Residents8,6
827,Residents6,2
835,Staff108,6
853,Residents48,2
853,Residents77,5
885,Residents88,2
949,Residents76,2
967,Residents113,8
970,Residents12,4
1003,Staff29,5
1065,Residents112,4
1205,Residents95,5
1220,Staff126,7
1234,Residents148,9
1235,Residents57,7
1235,Staff52,6
1252,Residents83,4
1270,Residents111,7
1290,Residents147,5
1295,Residents146,4
1304,Residents118,5
1305,Residents30,3
1313,Staff121,2
1328,Residents115,2
1340,Residents105,2
1342,Residents86,8
1347,Residents67,6
1348,Residents84,9
1391,Residents114,8
1418,Residents59,4
1441,Residents117,5
1444,Residents56,4
1448,Residents161,6
1451,Residents75,5
1460,Staff120,2
1464,Residents35,7
1465,Residents65,3
1493,Residents171,2
1520,Residents160,8
1547,Residents55,8
1566,Residents172,3
1569,Residents34,3
1574,Residents81,4
1579,Residents159,7
1592,Residents54,2
1616,Residents144,4
1657,Residents130,2
1661,Residents152,7
1669,Residents150,6
1720,Residents82,2
1752,Residents101,9
1818,Staff92,3
1851,Residents96,8
1973,Residents98,2
