cycle,name,latent_period
40,Residents62,5
101,Residents102,6
121,Residents18,8
125,Staff136,2
130,Residents144,3
131,Residents21,6
158,Residents148,5
160,Staff76,3
189,Residents153,4
218,Staff98,9
255,Residents19,4
286,Residents105,2
290,Staff157,5
293,Staff56,2
295,Residents114,5
306,Staff53,4
307,Residents51,7
326,Residents104,4
338,Residents50,5
340,Residents47,7
422,Residents24,4
444,Residents115,7
450,Staff142,6
463,Residents36,7
470,Residents116,2
476,Staff33,3
485,Staff75,7
519,Residents127,2
519,Staff26,2
521,Residents137,9
589,Residents25,6
590,Residents26,6
590,Residents100,3
604,Staff105,3
645,Residents146,4
650,Staff15,2
665,Residents101,2
682,Residents128,9
686,Residents149,2
722,Residents37,5
738,Residents93,2
745,Residents97,9
755,Residents145,3
760,Staff58,9
791,Residents91,2
828,Residents152,7
865,Staff79,9
891,Residents92,8
893,Residents14,4
898,Residents70,7
899,Residents33,3
928,Staff152,4
943,Residents31,3
944,Residents151,2
953,Residents13,2
953,Residents35,9
962,Residents98,2
980,Staff126,4
1082,Residents46,2
1118,Residents3,5
1138,Residents96,2
1152,Residents124,2
1164,Residents8,2
1240,Residents6,7
1621,Staff50,4
