cycle,name,latent_period
77,Residents48,2
204,Residents49,2
208,Residents26,5
260,Staff120,2
287,Residents25,2
294,Residents75,7
329,Residents173,2
356,Residents171,2
369,Staff14,2
373,Residents113,7
403,Residents73,3
404,Residents74,5
417,Residents157,5
420,Residents77,6
443,Staff75,5
475,Residents137,4
488,Residents7,4
489,Staff2,2
547,Residents136,4
552,Residents133,6
594,Residents8,4
594,Residents156,5
594,Staff94,4
599,Staff100,3
605,Staff113,3
642,Staff65,4
643,Staff45,3
645,Staff90,3
651,Staff145,6
711,Staff63,4
715,Staff159,7
722,Residents158,6
763,Staff146,4
794,Residents64,5
833,Staff7,7
