cycle,name,latent_period
67,Residents133,2
101,Staff75,4
118,Residents134,8
144,Residents84,6
150,Residents130,7
162,Residents44,4
195,Residents129,3
208,Staff99,5
213,Staff46,5
213,Staff129,4
233,Residents86,3
234,Residents74,7
237,Staff43,8
237,Staff101,9
238,Residents113,5
242,Residents30,3
245,Residents110,2
245,Staff156,7
255,Staff60,4
260,Staff53,5
262,Residents67,2
262,Residents111,4
266,Residents35,8
270,Residents20,4
274,Residents171,5
274,Residents165,6
279,Residents39,8
286,Residents34,3
296,Residents43,2
308,Residents42,2
310,Residents66,3
324,Residents131,9
324,Residents137,8
330,Residents33,2
331,Staff102,2
333,Residents49,8
336,Residents63,9
338,Residents16,2
345,Residents48,5
358,Residents31,8
364,Residents77,4
369,Residents108,6
371,Residents121,6
377,Residents169,4
388,Staff38,4
402,Residents148,6
409,Residents168,3
414,Residents64,2
417,Residents53,6
432,Staff155,2
432,Staff109,9
440,Residents173,7
448,Residents112,8
452,Residents17,5
454,Residents19,4
469,Residents147,3
472,Residents40,8
474,Residents0,7
476,Residents136,8
501,Staff113,6
503,Residents139,5
511,Residents18,5
595,Residents26,2
665,Staff162,5
675,Residents25,4
742,Residents24,3
923,Residents23,2
1077,Staff167,2
1085,Staff118,4
1264,Residents68,9
1458,Staff3,3
