cycle,name,latent_period
73,Staff30,5
77,Residents11,4
112,Residents171,2
116,Residents129,6
164,Residents131,8
165,Residents60,6
191,Residents49,2
210,Residents167,9
217,Residents166,8
237,Residents48,7
274,Staff2,9
280,Residents130,8
288,Staff99,4
302,Residents50,7
315,Residents173,6
321,Residents41,4
339,Residents39,4
390,Residents33,7
393,Residents19,7
407,Residents34,3
409,Residents22,4
409,Staff152,8
434,Residents146,9
434,Residents152,3
468,Residents18,5
471,Residents32,2
483,Residents40,6
484,Residents16,5
487,Residents30,6
494,Residents147,9
496,Residents149,8
501,Residents31,2
510,Residents35,2
512,Residents165,2
522,Residents148,3
529,Residents94,8
538,Residents20,4
547,Staff162,4
565,Residents55,3
594,Staff3,2
607,Residents161,9
609,Residents23,4
657,Residents144,4
715,Residents17,5
718,Residents56,3
791,Staff54,6
840,Staff12,5
840,Staff158,7
868,Residents15,5
1036,Residents1,5
1050,Staff80,8
1083,Staff47,5
1169,Residents2,9
1227,Residents0,6
