cycle,name,latent_period
54,Residents145,2
66,Residents73,4
76,Residents76,9
80,Residents74,9
92,Residents144,8
111,Residents130,8
131,Residents133,4
146,Staff82,2
148,Staff35,3
164,Staff113,6
165,Staff39,3
167,Residents44,7
172,Staff127,5
172,Staff168,4
179,Residents122,2
198,Residents2,2
199,Residents126,4
215,Residents131,2
218,Residents71,3
227,Residents161,3
235,Staff96,5
240,Staff33,3
244,Staff146,5
249,Residents47,2
258,Residents46,7
277,Residents5,9
278,Residents37,2
283,Residents33,2
296,Residents38,9
297,Residents127,2
298,Residents52,3
304,Staff63,3
317,Residents160,2
323,Residents129,6
334,Residents146,4
351,Staff10,2
365,Residents35,4
371,Residents50,6
376,Staff75,2
384,Residents51,4
394,Residents49,2
400,Staff76,5
400,Staff132,8
401,Staff106,4
415,Residents156,7
451,Staff111,7
455,Residents26,8
467,Residents10,2
470,Residents77,6
474,Staff3,6
504,Residents173,7
507,Residents124,4
520,Residents171,8
555,Residents9,4
558,Residents34,6
587,Residents56,5
592,Residents139,9
596,Staff45,2
598,Residents43,4
604,Residents97,3
605,Residents154,6
630,Residents11,5
632,Residents96,2
643,Residents94,7
665,Staff98,2
668,Residents99,3
672,Staff15,2
689,Residents172,4
690,Residents36,3
707,Residents45,3
732,Residents101,2
735,Residents55,4
791,Staff4,2
806,Residents54,4
838,Residents138,3
841,Residents157,9
848,Residents78,6
860,Residents82,8
871,Residents81,4
909,Residents102,3
987,Residents140,7
991,Residents83,2
1051,Residents142,4
1081,Staff101,2
1087,Residents151,2
1116,Residents104,9
1138,Residents152,3
1176,Residents91,2
1261,Residents31,8
1285,Staff65,2
1397,Residents103,6
1445,Staff72,2
1492,Staff64,2
