cycle,name,latent_period
88,Residents47,6
140,Residents49,5
282,Residents48,3
473,Residents50,3
479,Residents51,7
495,Staff48,2
528,Staff94,3
591,Residents121,4
652,Staff153,6
653,Staff64,3
745,Residents107,4
816,Staff53,3
823,Residents148,2
889,Residents162,2
966,Residents34,4
968,Residents53,5
984,Staff59,7
1012,Residents136,2
1060,Staff52,8
1069,Residents164,6
1082,Residents39,7
1114,Staff46,7
1115,Residents72,7
1119,Residents95,4
1123,Staff113,9
1133,Residents93,2
1134,Residents75,8
1144,Residents41,2
1160,Residents68,6
1199,Residents71,3
1207,Residents103,6
1231,Residents67,8
1231,Residents66,3
1251,Residents77,5
1252,Residents81,3
1287,Residents73,5
1345,Residents70,2
1348,Residents74,4
1352,Residents100,3
1359,Residents102,9
1476,Staff33,3
