cycle,name,latent_period
66,Residents67,2
389,Staff30,2
560,Staff161,6
645,Staff114,6
721,Residents104,2
900,Staff132,5
1057,Staff82,2
1133,Staff139,6
1156,Staff6,4
1158,Residents123,4
1202,Staff108,6
1202,Staff101,8
1209,Residents153,5
1244,Staff53,2
1249,Residents148,3
1259,Residents145,5
1268,Residents164,7
1284,Residents167,6
1291,Residents154,5
1303,Residents166,3
1305,Residents45,7
1316,Residents149,6
1316,Staff64,4
1346,Residents46,4
1346,Residents162,4
1355,Residents170,2
1358,Residents163,8
1359,Residents169,3
1364,Residents147,6
1372,Residents165,4
1408,Staff17,6
1429,Staff152,5
1433,Staff157,9
1491,Residents98,5
1511,Residents168,6
1531,Residents100,5
1593,Staff160,3
1593,Staff133,7
1594,Staff118,3
1627,Residents97,7
1658,Residents101,5
1663,Residents116,6
1680,Residents109,2
1699,Residents114,3
1715,Residents110,5
1721,Residents120,2
1739,Residents137,5
1787,Residents115,7
1794,Staff127,3
1802,Residents135,5
1820,Staff110,4
1844,Residents108,2
2161,Residents78,4
2164,Residents65,5
2354,Residents64,3
2460,Residents33,5
2600,Residents34,2
2786,Residents35,6
2856,Staff169,7
