cycle,name,latent_period
24,Residents152,6
28,Staff17,4
28,Staff43,2
36,Residents77,2
38,Residents150,4
40,Residents154,7
64,Staff47,4
76,Residents139,5
84,Residents75,3
87,Residents28,9
88,Staff107,7
123,Residents76,6
134,Residents99,9
148,Residents104,2
149,Staff60,2
152,Residents158,7
167,Residents134,2
170,Residents145,7
171,Residents46,3
174,Residents167,7
178,Residents87,4
183,Residents133,6
196,Residents50,8
205,Residents85,9
212,Residents70,2
220,Residents45,4
231,Staff54,2
244,Residents156,7
255,Residents35,3
276,Residents33,9
280,Residents132,2
293,Residents20,9
306,Residents3,5
309,Staff127,4
325,Residents42,3
333,Staff90,2
335,Residents54,4
351,Residents6,5
364,Staff124,8
369,Residents140,9
373,Residents44,4
376,Residents157,6
398,Residents144,2
403,Residents56,6
405,Residents34,3
412,Staff75,9
416,Residents32,4
435,Residents102,3
445,Staff35,6
451,Residents84,8
452,Residents49,3
455,Residents147,5
483,Residents108,2
504,Staff81,2
505,Residents146,9
540,Residents47,5
552,Residents83,7
558,Residents31,8
592,Residents82,8
649,Staff37,6
649,Staff139,8
694,Residents148,4
696,Residents114,8
702,Residents86,8
707,Residents127,3
767,Staff22,8
769,Residents59,5
855,Residents123,8
927,Residents16,2
1028,Staff85,3
1041,Residents63,4
1065,Residents65,8
1265,Residents29,3
1266,Staff136,7
1431,Residents136,3
1433,Residents131,2
1578,Residents101,5
1621,Residents137,6
1658,Staff71,2
