cycle,name,latent_period
69,Staff49,2
75,Residents141,2
139,Staff141,3
162,Staff109,6
212,Residents172,5
223,Residents166,4
242,Residents157,8
248,Residents173,7
489,Staff105,2
585,Staff92,2
634,Staff131,3
711,Residents72,6
767,Residents71,4
802,Residents101,5
819,Residents153,3
819,Residents163,2
828,Residents66,2
834,Staff104,6
887,Residents138,3
897,Residents73,4
917,Residents67,2
917,Residents76,2
917,Staff129,3
922,Residents74,2
964,Staff107,2
984,Residents99,7
985,Residents140,4
986,Residents70,3
989,Residents100,6
992,Residents45,2
1000,Staff11,5
1047,Residents46,4
1056,Residents77,8
1059,Staff46,4
1105,Staff160,3
1111,Residents128,6
1127,Residents152,7
1128,Staff57,2
1227,Staff39,2
1229,Residents47,6
1248,Staff91,8
1276,Staff164,3
1394,Residents94,3
1500,Residents95,6
1595,Residents136,7
