cycle,name,latent_period
334,Residents46,4
457,Staff107,5
461,Residents26,6
485,Staff0,3
486,Residents9,5
515,Residents21,6
529,Residents24,4
568,Residents1,4
570,Staff76,2
608,Residents23,9
614,Residents142,6
626,Residents11,8
631,Residents3,2
635,Residents25,6
645,Residents145,4
650,Staff123,6
656,Residents101,8
672,Residents126,3
673,Residents10,2
684,Residents141,8
686,Residents108,2
689,Residents131,4
698,Residents83,8
704,Residents2,2
719,Residents116,7
732,Residents34,5
742,Residents115,5
749,Staff135,3
759,Residents128,3
766,Residents113,2
766,Residents143,5
781,Residents53,8
783,Staff26,5
783,Staff28,5
787,Residents45,3
788,Staff2,7
796,Residents149,3
800,Staff69,5
800,Staff168,2
803,Residents91,4
804,Residents12,8
807,Residents88,9
825,Residents153,8
834,Residents13,6
834,Staff74,6
841,Residents49,3
841,Residents127,7
847,Residents146,4
862,Residents122,6
868,Staff90,5
869,Staff120,3
873,Residents147,9
886,Residents109,2
897,Residents155,2
908,Staff1,3
909,Residents114,8
909,Staff71,6
923,Residents52,5
938,Residents120,9
943,Residents173,7
945,Residents111,4
977,Residents144,5
979,Staff13,5
988,Residents31,6
1000,Residents36,9
1005,Residents48,3
1024,Residents121,9
1028,Residents159,2
1037,Residents35,6
1047,Residents38,7
1068,Residents84,4
1101,Residents154,6
1106,Staff154,3
1122,Staff78,7
1130,Residents96,3
1132,Residents5,4
1148,Residents81,2
1166,Residents112,7
1207,Residents138,4
1237,Residents82,7
1285,Residents98,2
1296,Residents86,6
1322,Residents139,9
1334,Residents85,9
1599,Residents44,8
1823,Residents43,2
2042,Staff95,2
2043,Staff66,3
2375,Residents51,4
2455,Residents28,2
2460,Residents27,2
2528,Residents39,4
2678,Residents33,4
2702,Residents32,3
2816,Residents30,2
3115,Residents162,7
3227,Residents158,9
3317,Residents163,9
3504,Residents156,7
3512,Residents157,7
