cycle,name,latent_period
167,Residents155,3
294,Residents153,3
300,Residents164,3
352,Residents59,6
392,Residents163,5
392,Staff159,5
412,Residents168,8
443,Residents110,4
466,Residents173,3
476,Staff82,7
482,Residents169,2
487,Residents121,2
497,Staff80,2
511,Residents170,2
514,Residents72,7
514,Staff61,9
520,Residents120,5
525,Residents165,8
537,Residents88,4
560,Residents87,2
652,Residents76,7
666,Residents89,7
730,Residents73,6
746,Staff123,2
784,Residents130,3
796,Staff66,4
801,Staff139,8
804,Staff154,4
815,Residents34,5
818,Staff20,5
821,Staff81,2
831,Residents160,7
840,Staff26,9
853,Residents86,4
872,Residents132,2
883,Residents159,8
889,Residents14,8
924,Residents32,6
954,Staff53,2
956,Residents22,7
988,Residents31,2
993,Residents84,2
1152,Residents85,5
1273,Staff163,5
1321,Staff16,3
1322,Staff18,9
1325,Staff56,2
