cycle,name,latent_period
88,Staff125,4
129,Residents88,3
203,Residents59,7
214,Residents57,4
223,Residents85,5
248,Staff49,6
251,Staff6,2
259,Residents87,5
260,Residents97,7
287,Residents36,2
357,Residents27,4
365,Staff111,4
377,Residents43,8
387,Staff4,6
394,Residents44,5
399,Residents102,5
400,Residents47,2
401,Residents99,7
425,Residents30,2
425,Residents152,8
429,Residents62,6
491,Staff90,3
495,Residents65,3
496,Staff16,5
505,Residents86,6
555,Residents50,3
567,Residents67,9
573,Residents82,6
585,Residents172,3
587,Residents104,2
589,Residents53,4
594,Staff43,5
597,Staff5,3
601,Residents32,5
615,Residents166,2
618,Residents49,2
620,Residents51,9
629,Residents66,8
643,Residents101,5
667,Residents16,3
674,Residents167,6
773,Staff81,6
861,Residents171,8
1070,Residents173,4
