cycle,name,latent_period
112,Residents159,8
199,Residents156,4
490,Residents17,4
600,Residents16,8
609,Residents0,3
664,Residents142,8
673,Residents92,7
680,Residents141,3
691,Residents62,2
722,Residents41,2
722,Residents29,3
728,Residents2,4
742,Residents90,8
752,Residents120,4
765,Staff98,6
789,Staff65,7
789,Staff159,8
812,Residents143,8
819,Residents1,5
820,Residents97,9
824,Residents27,7
824,Staff130,2
826,Staff101,3
832,Residents39,3
836,Residents57,8
840,Residents68,7
841,Residents126,3
842,Residents146,2
867,Residents98,5
869,Residents80,6
876,Residents67,5
883,Residents89,5
883,Residents88,2
898,Residents4,5
903,Residents145,2
908,Residents153,2
908,Staff120,5
931,Residents134,6
933,Residents127,2
938,Residents154,8
943,Staff0,5
947,Residents162,3
948,Residents91,2
949,Residents150,3
963,Residents87,7
964,Residents85,3
964,Residents171,9
964,Staff57,4
966,Residents50,2
969,Residents128,3
988,Residents129,4
1015,Residents165,7
1035,Residents48,3
1058,Residents38,2
1060,Staff135,2
1063,Residents71,8
1064,Residents21,5
1080,Residents163,3
1092,Residents25,9
1096,Residents99,8
1097,Residents96,2
1098,Staff89,7
1106,Residents170,8
1108,Staff86,6
1133,Staff141,2
1141,Residents155,4
1141,Residents168,2
1204,Residents173,3
1214,Residents167,2
1240,Residents164,4
1269,Residents78,9
1292,Residents169,2
1301,Residents172,7
1317,Residents84,4
1318,Residents34,4
1338,Residents19,5
1539,Residents44,4
1702,Residents42,3
1792,Staff47,4
1825,Residents147,3
1959,Staff160,2
1987,Staff5,3
2010,Residents148,9
