cycle,name,latent_period
56,Residents129,9
110,Residents60,7
119,Residents58,4
128,Residents62,6
136,Staff47,3
142,Residents95,5
149,Residents155,5
156,Residents139,5
159,Residents45,7
189,Staff109,9
191,Residents39,2
207,Staff1,4
214,Residents138,8
214,Residents87,3
225,Residents59,3
236,Residents41,3
245,Residents40,3
260,Residents151,3
261,Staff100,3
261,Staff169,7
268,Residents0,9
275,Residents130,7
293,Residents57,9
303,Residents99,4
303,Residents144,2
305,Staff62,7
305,Staff94,5
310,Residents52,2
311,Staff54,3
315,Residents110,4
316,Residents16,9
329,Staff144,2
337,Residents72,4
344,Residents109,7
346,Residents147,2
348,Staff25,4
362,Residents53,8
362,Residents133,2
365,Residents135,6
396,Residents146,7
400,Residents111,7
403,Residents35,2
404,Residents19,4
420,Residents163,7
420,Residents145,2
423,Staff35,2
438,Residents94,3
448,Staff59,2
452,Residents101,2
471,Residents134,2
475,Residents148,3
480,Staff32,2
497,Residents2,6
498,Staff167,5
501,Residents149,2
526,Residents34,6
529,Staff148,4
536,Residents33,3
545,Residents1,6
548,Staff10,4
552,Residents132,6
567,Staff42,2
570,Staff75,3
576,Residents18,7
581,Residents123,7
618,Residents112,2
618,Staff20,2
640,Residents108,4
643,Staff106,7
660,Residents24,9
666,Residents37,4
668,Staff14,7
671,Staff13,3
673,Residents125,4
675,Residents20,4
675,Residents22,9
733,Residents116,2
811,Residents115,7
833,Staff150,4
849,Residents136,6
859,Residents114,8
880,Residents38,2
892,Residents26,5
935,Residents25,8
1020,Residents137,7
