cycle,name,latent_period
256,Residents120,8
268,Staff157,3
274,Residents63,9
279,Residents8,3
280,Residents173,5
288,Residents33,9
297,Residents61,9
301,Residents162,3
305,Residents136,3
310,Residents10,4
313,Residents36,8
316,Residents71,5
333,Staff34,4
349,Residents27,5
350,Residents9,6
350,Residents64,3
352,Residents29,2
353,Residents32,5
357,Residents159,9
359,Residents135,7
362,Residents42,3
368,Residents161,8
374,Residents72,9
376,Residents50,9
390,Residents79,5
392,Residents40,3
399,Residents47,3
406,Residents34,6
418,Residents148,7
423,Staff44,6
430,Residents104,2
433,Staff129,2
434,Residents19,7
434,Residents21,6
449,Staff130,3
449,Staff124,4
450,Residents92,6
451,Staff118,7
459,Residents171,2
460,Residents121,5
472,Residents75,4
473,Residents39,8
475,Residents30,3
477,Residents67,9
478,Residents122,2
479,Residents107,7
484,Residents23,2
491,Residents114,3
492,Residents172,6
497,Staff47,9
501,Staff149,5
506,Residents35,8
506,Residents78,8
508,Residents44,4
517,Residents26,6
523,Residents60,5
523,Residents103,7
523,Residents22,3
531,Residents90,9
533,Residents24,9
534,Residents160,3
537,Residents73,3
537,Residents74,2
543,Residents113,2
560,Residents93,4
561,Residents45,9
574,Residents94,8
579,Residents76,4
593,Residents41,3
597,Residents80,9
624,Residents86,4
636,Residents131,6
638,Residents147,7
645,Staff55,3
659,Residents62,4
664,Staff103,4
665,Residents91,5
674,Residents77,4
679,Residents54,7
696,Residents130,2
698,Residents57,4
741,Residents138,4
742,Residents84,5
769,Residents129,2
785,Residents139,7
793,Staff99,3
805,Residents127,2
833,Residents97,5
839,Residents59,4
842,Residents140,6
846,Residents132,6
853,Residents81,7
866,Residents133,2
880,Residents56,8
915,Staff65,9
916,Staff80,5
937,Staff25,8
960,Residents124,5
1000,Residents4,5
1014,Residents134,6
1042,Residents141,2
1093,Residents145,5
1116,Residents83,7
1128,Residents89,3
1135,Residents3,4
1184,Residents48,2
1192,Residents49,2
1226,Residents88,2
1314,Staff7,4
1326,Residents82,2
