cycle,name,latent_period
313,Staff58,8
457,Staff52,3
471,Residents64,5
492,Residents30,3
496,Residents114,7
504,Residents104,5
538,Residents130,3
546,Residents94,8
548,Residents16,9
553,Residents132,2
554,Residents134,7
570,Residents26,6
582,Residents63,6
588,Residents103,5
595,Residents53,6
595,Residents137,2
601,Staff93,3
613,Residents41,2
620,Staff120,5
621,Residents133,2
631,Residents59,4
639,Residents140,7
643,Residents40,5
645,Residents93,9
660,Residents29,3
665,Residents39,3
670,Residents38,7
671,Residents20,6
684,Residents52,8
687,Residents65,8
690,Residents95,8
691,Residents135,2
704,Residents28,2
707,Residents44,4
726,Residents83,5
734,Residents24,2
751,Residents37,7
761,Staff130,4
768,Residents51,8
785,Staff112,6
806,Residents138,3
809,Staff148,6
829,Residents19,2
833,Residents27,2
833,Residents32,2
833,Residents84,6
835,Staff124,4
839,Staff104,7
849,Residents146,7
856,Residents172,7
865,Residents111,8
870,Residents145,5
887,Residents159,2
901,Residents74,4
901,Residents161,7
929,Residents142,4
958,Residents123,5
959,Residents115,6
965,Residents173,2
971,Residents160,7
975,Residents72,3
981,Residents73,6
1012,Residents165,5
1034,Residents89,2
1041,Residents125,8
1042,Residents171,2
1042,Staff108,7
1056,Residents129,5
1068,Residents144,6
1082,Residents162,2
1087,Residents80,6
1089,Residents90,8
1092,Residents9,2
1129,Residents141,8
1154,Residents92,5
1154,Staff126,4
1251,Residents164,3
1266,Residents143,2
1283,Staff75,4
1295,Residents14,3
1352,Residents163,4
1369,Residents12,9
