cycle,name,latent_period
111,Residents66,3
202,Residents67,6
234,Residents75,3
312,Staff141,3
327,Residents121,8
369,Residents166,2
375,Residents135,5
380,Staff55,4
386,Residents165,8
392,Residents132,3
394,Staff75,3
401,Staff128,2
405,Staff47,2
405,Staff132,6
424,Staff169,3
428,Staff64,7
435,Residents32,4
448,Residents120,3
449,Residents123,7
463,Residents30,5
467,Residents27,5
469,Residents72,3
472,Residents137,7
472,Residents140,3
476,Staff45,2
479,Staff3,2
490,Residents73,4
497,Staff145,4
497,Staff66,6
510,Residents143,4
523,Staff166,3
554,Staff44,2
565,Residents86,3
570,Residents43,4
577,Residents138,5
581,Residents171,6
593,Residents128,9
595,Staff105,2
604,Residents139,5
618,Residents127,2
649,Residents70,7
650,Staff15,5
652,Staff21,4
658,Residents136,4
664,Residents94,7
674,Staff6,6
674,Staff116,6
681,Residents116,5
690,Staff95,8
720,Staff33,2
741,Residents14,2
805,Residents114,9
866,Staff59,9
999,Residents154,7
