cycle,name,latent_period
25,Residents130,3
58,Residents129,2
114,Staff70,6
281,Residents3,2
393,Residents5,3
402,Residents8,4
611,Residents10,2
635,Residents112,5
763,Staff38,4
782,Residents78,4
805,Residents115,9
807,Staff111,8
828,Residents138,5
828,Residents139,7
837,Residents108,6
838,Residents33,2
843,Residents113,2
869,Residents107,4
908,Residents4,9
926,Residents29,6
935,Residents106,4
938,Residents30,4
944,Residents35,5
950,Residents141,7
951,Residents34,2
971,Residents27,7
1011,Residents83,5
1011,Residents103,9
1022,Residents28,5
1040,Residents81,6
1081,Residents109,5
1082,Residents32,5
1110,Residents145,3
1129,Staff30,9
1141,Residents31,2
1156,Staff34,6
1159,Residents117,3
1170,Staff77,7
1244,Staff98,2
1250,Residents88,2
1260,Residents89,9
1300,Staff93,8
1404,Residents118,3
1411,Residents96,4
1453,Residents123,2
1476,Residents100,4
1512,Residents97,3
1605,Staff101,8
1852,Residents152,9
2099,Residents71,4
2108,Residents74,8
2323,Residents73,3
2355,Residents69,2
2847,Staff39,3
3080,Residents137,2
3158,Residents136,7
3184,Residents135,5
3376,Staff127,7
3485,Staff27,2
