cycle,name,latent_period
96,Residents81,7
123,Residents118,3
140,Residents123,9
148,Residents69,3
149,Residents150,4
158,Residents122,6
159,Staff67,8
170,Residents101,5
172,Residents102,8
179,Residents99,2
203,Residents70,4
209,Residents143,8
235,Residents167,4
242,Residents100,3
291,Residents1,2
300,Residents47,9
300,Residents152,2
304,Residents109,3
307,Residents2,3
307,Residents97,2
325,Staff4,6
336,Residents120,8
336,Residents110,7
336,Staff134,5
344,Residents166,2
347,Residents14,5
359,Residents46,2
368,Residents54,2
369,Residents82,5
404,Residents85,2
440,Residents141,6
464,Residents139,6
535,Residents13,5
639,Residents142,8
642,Residents145,8
663,Residents121,2
874,Residents146,5
966,Residents32,3
1039,Residents35,6
1320,Staff61,7
1439,Staff73,5
1467,Residents163,3
1507,Staff28,3
1579,Staff130,2
