cycle,name,latent_period
292,Residents23,2
353,Residents22,6
384,Residents24,3
516,Residents26,4
533,Residents110,2
546,Residents92,2
576,Residents61,3
585,Residents78,6
589,Residents108,3
591,Residents109,4
752,Residents80,3
763,Residents74,2
826,Residents41,6
826,Residents40,3
834,Residents79,6
834,Residents90,9
837,Residents63,2
842,Residents124,8
845,Residents72,2
850,Residents148,6
866,Staff16,2
868,Staff144,8
882,Residents141,8
884,Residents39,4
887,Residents83,4
900,Residents82,2
913,Residents64,7
915,Residents96,8
922,Residents125,2
926,Residents146,6
929,Staff145,6
932,Residents81,4
957,Residents38,2
959,Residents6,7
959,Residents158,2
960,Residents34,6
961,Residents122,4
962,Staff33,4
964,Staff87,7
971,Residents157,5
974,Residents44,3
977,Residents172,4
979,Residents111,8
989,Residents55,5
991,Residents156,5
1001,Staff57,4
1012,Residents171,5
1025,Residents62,4
1046,Residents37,4
1051,Residents113,8
1059,Residents57,3
1071,Residents89,6
1072,Residents52,8
1073,Residents17,3
1082,Residents88,2
1137,Residents145,8
1150,Residents1,4
1152,Residents60,4
1153,Residents132,6
1161,Residents59,2
1175,Staff32,7
1190,Residents95,5
1210,Residents93,3
1211,Residents19,3
1223,Residents58,7
1281,Residents149,4
1288,Staff115,2
1304,Residents133,4
1329,Residents94,6
1339,Residents137,6
1344,Staff135,4
1360,Residents54,4
1361,Staff136,4
1377,Residents114,3
1378,Residents77,2
1387,Residents116,9
1508,Residents86,5
1530,Residents136,8
1534,Residents166,7
1555,Residents36,5
1579,Staff77,6
1626,Residents107,4
1706,Residents85,8
1724,Residents135,7
1747,Staff162,6
