cycle,name,latent_period
119,Staff105,2
174,Residents153,4
194,Residents155,2
273,Staff152,2
291,Residents25,4
334,Residents158,5
368,Residents54,2
369,Residents56,6
388,Residents22,2
412,Residents23,6
421,Residents55,2
474,Residents156,3
533,Residents21,7
608,Staff59,8
608,Staff97,3
610,Residents41,6
645,Residents102,6
655,Residents27,3
696,Staff6,5
719,Residents50,6
729,Residents30,6
744,Residents28,2
745,Residents29,6
772,Residents134,2
780,Residents101,5
791,Staff36,4
802,Residents128,7
825,Residents40,3
833,Residents42,3
845,Residents126,3
849,Residents121,2
853,Residents44,7
864,Staff71,3
886,Residents132,2
896,Residents119,9
902,Residents85,2
920,Residents127,7
926,Residents89,2
943,Residents43,2
944,Residents99,3
958,Residents122,3
962,Residents135,5
965,Residents133,8
965,Staff167,2
968,Residents84,3
976,Residents14,7
1027,Residents88,4
1032,Residents120,5
1039,Residents12,5
1046,Residents136,8
1060,Staff68,3
1096,Staff35,2
1156,Staff55,4
1158,Residents130,2
1211,Residents97,8
1265,Residents82,8
1461,Residents83,8
1725,Residents81,7
