cycle,name,latent_period
27,Residents172,6
101,Staff74,2
121,Residents53,5
124,Residents166,6
134,Residents171,4
157,Residents55,2
214,Residents59,6
216,Residents56,3
218,Residents68,9
222,Residents67,2
231,Residents46,7
241,Residents51,6
243,Residents54,4
261,Residents52,5
263,Staff29,2
276,Residents66,7
277,Residents71,2
282,Residents100,9
317,Residents141,9
317,Residents140,8
318,Residents69,2
322,Residents98,2
328,Residents70,5
335,Residents43,2
335,Staff14,3
338,Residents138,5
380,Residents160,7
387,Residents44,2
390,Residents139,3
392,Residents42,5
392,Residents97,5
393,Residents96,5
412,Staff18,3
438,Residents58,3
444,Residents57,4
447,Staff129,5
483,Residents45,6
490,Residents64,4
517,Residents36,3
517,Residents63,6
531,Residents34,7
553,Staff47,7
564,Staff114,3
581,Staff75,7
602,Residents37,3
604,Residents65,4
649,Staff143,2
652,Staff109,9
700,Residents107,2
710,Residents3,4
713,Residents5,6
715,Residents35,4
735,Residents135,6
736,Residents92,2
741,Residents90,3
745,Residents18,9
785,Residents106,3
789,Staff105,4
807,Residents4,7
811,Staff77,6
841,Residents147,3
844,Residents105,2
867,Residents19,2
876,Residents149,2
903,Staff31,4
908,Residents73,6
927,Residents148,7
948,Staff110,5
956,Residents159,4
1011,Residents144,2
1061,Residents145,5
1235,Residents60,9
1964,Residents112,6
2119,Residents113,3
2198,Residents114,2
2339,Staff124,9
