cycle,name,latent_period
114,Residents35,4
121,Residents54,8
126,Residents153,9
161,Staff69,8
175,Residents154,4
185,Residents129,8
196,Residents142,3
207,Staff39,3
217,Staff127,4
217,Staff135,7
231,Residents56,3
233,Staff45,5
233,Staff9,7
238,Residents34,3
245,Residents157,2
253,Residents134,2
279,Staff88,3
296,Residents33,8
299,Residents127,4
313,Residents158,2
328,Staff75,3
335,Residents156,2
362,Residents84,4
396,Residents161,2
476,Staff1,3
477,Residents128,3
488,Residents138,2
499,Staff134,4
529,Residents159,3
535,Residents141,7
595,Staff14,2
605,Residents143,7
610,Residents139,6
615,Residents90,4
620,Staff27,2
649,Residents20,4
679,Residents92,3
687,Residents105,8
723,Residents89,8
753,Residents107,2
757,Residents19,8
771,Residents91,5
786,Residents103,3
829,Residents106,4
835,Staff159,7
1176,Staff40,6
1369,Staff83,7
1395,Staff154,2
