cycle,name,latent_period
88,Staff98,8
115,Staff148,3
979,Staff140,7
1221,Residents144,3
1305,Residents141,3
1344,Staff74,5
1398,Residents146,3
1442,Staff65,3
1493,Staff93,3
1602,Residents145,7
1796,Staff32,9
1815,Staff155,2
1886,Residents101,9
1933,Staff161,9
1933,Staff4,3
1961,Residents100,6
2023,Residents113,8
2023,Staff143,7
2026,Residents111,8
2081,Residents115,3
2098,Residents110,2
2129,Residents99,2
2146,Residents19,9
2159,Residents109,3
2172,Residents90,6
2178,Residents116,6
2181,Staff2,5
2204,Residents91,3
2207,Residents112,3
2217,Residents18,7
2257,Residents150,6
2266,Residents114,5
2288,Residents152,2
2317,Residents164,6
2333,Residents78,6
2352,Residents92,4
2386,Residents49,6
2401,Staff130,5
2430,Residents151,8
2454,Residents129,2
2461,Residents162,2
2495,Staff6,2
2503,Residents131,8
2551,Residents163,5
2572,Residents32,3
2584,Residents31,2
2592,Residents34,6
2616,Residents22,2
2635,Residents171,5
2643,Residents30,4
2649,Staff94,6
2692,Residents169,3
2783,Residents173,2
2826,Staff144,6
2826,Staff70,5
2850,Residents172,6
2930,Residents168,6
