cycle,name,latent_period
68,Residents68,4
126,Residents76,9
126,Residents161,3
128,Staff119,8
143,Residents159,2
182,Residents143,3
276,Staff46,6
311,Residents116,4
342,Residents17,6
346,Residents108,8
354,Residents52,5
363,Residents148,4
389,Residents129,5
390,Residents78,3
436,Residents80,3
452,Residents31,7
452,Residents91,2
454,Residents112,6
461,Staff101,4
469,Residents33,6
477,Staff169,9
494,Residents35,7
512,Residents79,4
623,Residents32,8
624,Residents81,8
850,Residents26,4
927,Staff70,8
1248,Residents39,2
1318,Residents40,5
1527,Staff77,2
2503,Residents173,8
2613,Staff13,7
2964,Staff121,6
2988,Staff60,4
3109,Staff127,7
3144,Staff43,7
3256,Staff113,3
3450,Residents137,4
3453,Residents146,4
3459,Residents142,2
3461,Residents145,3
