cycle,name,latent_period
26,Residents131,8
44,Residents134,2
97,Residents129,3
206,Residents132,6
428,Residents135,7
648,Staff6,5
655,Residents137,8
770,Staff101,3
770,Staff108,7
852,Staff168,2
871,Residents28,9
945,Staff105,7
997,Staff28,4
1084,Residents34,2
1096,Residents48,4
1114,Residents40,4
1115,Residents60,3
1127,Residents52,2
1138,Residents82,3
1147,Residents157,2
1151,Residents98,3
1156,Residents37,6
1157,Residents147,2
1159,Residents86,8
1162,Residents33,5
1200,Residents112,6
1200,Residents96,8
1206,Residents158,2
1208,Residents125,4
1222,Residents148,7
1223,Residents139,5
1224,Residents81,5
1224,Residents49,5
1228,Residents97,7
1233,Residents146,3
1242,Residents61,2
1244,Residents156,8
1273,Staff52,8
1299,Residents160,5
1299,Staff76,7
1308,Residents88,3
1312,Residents149,4
1329,Residents101,3
1332,Staff21,4
1338,Staff147,2
1347,Residents36,5
1361,Residents92,7
1370,Residents145,2
1374,Residents84,9
1379,Residents162,6
1380,Staff109,4
1403,Residents124,5
1451,Residents0,4
1451,Residents154,2
1457,Staff39,2
1468,Residents89,8
1478,Residents1,4
1489,Residents100,2
1492,Staff139,8
1503,Residents87,7
1508,Staff97,4
1534,Residents38,9
1541,Residents169,5
1723,Residents170,4
2013,Staff106,3
