cycle,name,latent_period
97,Staff146,8
116,Staff152,2
137,Residents49,4
141,Residents42,4
187,Residents46,4
191,Staff52,9
245,Residents122,3
265,Residents47,2
268,Staff62,8
268,Staff80,8
277,Residents44,4
292,Staff97,2
293,Staff61,3
314,Residents99,4
323,Residents101,8
332,Residents63,8
340,Residents163,6
378,Residents118,8
389,Residents162,9
403,Residents43,7
410,Staff140,6
447,Residents20,4
462,Residents16,6
462,Residents76,4
481,Staff92,7
487,Residents117,4
490,Staff160,4
490,Staff48,2
512,Residents15,2
532,Residents17,2
554,Staff9,2
557,Staff81,4
572,Residents31,6
574,Residents125,5
577,Staff30,7
579,Residents124,7
587,Residents67,7
588,Staff44,9
599,Residents5,5
603,Residents70,8
613,Residents18,2
631,Residents119,5
636,Staff155,4
640,Staff58,5
640,Staff18,6
651,Staff119,5
664,Residents68,4
763,Residents8,3
770,Residents123,6
779,Residents32,6
784,Residents84,2
836,Residents85,7
858,Residents104,8
862,Residents83,3
918,Residents81,3
931,Residents141,7
939,Residents102,5
973,Staff129,2
1014,Residents134,3
1017,Residents86,2
1018,Residents27,6
1091,Residents103,8
1125,Residents48,8
1136,Residents24,7
1179,Residents142,4
1181,Staff45,2
1190,Residents28,3
1266,Residents153,8
1280,Residents161,4
1290,Residents71,2
1299,Staff54,3
1312,Residents9,3
1321,Staff57,6
1322,Residents156,6
1349,Staff88,8
1349,Staff14,9
1414,Residents160,3
1447,Residents87,2
1527,Residents155,6
1546,Residents157,4
1554,Residents158,8
1575,Staff138,5
1629,Residents145,5
1665,Residents147,2
1739,Residents154,9
1758,Residents171,8
1841,Staff124,3
1844,Residents148,8
1937,Staff156,9
1992,Residents173,2
