cycle,name,latent_period
120,Staff165,5
245,Residents160,8
246,Residents64,4
265,Residents63,2
280,Residents91,8
289,Residents62,9
293,Residents161,9
296,Staff20,6
298,Staff117,2
303,Residents100,4
303,Residents172,8
332,Residents33,4
348,Staff25,7
349,Residents155,6
357,Residents171,5
376,Residents41,8
381,Residents29,2
381,Residents59,4
388,Residents28,3
389,Residents65,2
397,Residents60,4
405,Residents32,3
423,Residents40,5
433,Staff89,2
438,Residents57,2
443,Residents152,6
448,Residents159,3
465,Residents39,3
472,Residents123,4
492,Staff164,8
513,Residents58,9
532,Residents154,4
551,Residents96,8
557,Residents27,2
674,Staff97,4
684,Residents153,4
759,Residents150,9
769,Staff42,3
817,Staff26,5
980,Staff69,6
1000,Staff31,3
1319,Staff154,8
1325,Staff99,6
1393,Residents126,2
1397,Residents127,3
1450,Residents128,4
1581,Residents48,9
1701,Residents168,6
1733,Residents169,6
1926,Residents170,5
