cycle,name,latent_period
99,Staff33,3
165,Staff31,4
287,Staff85,6
329,Residents141,3
360,Residents146,5
401,Staff129,2
410,Residents172,5
414,Residents94,4
430,Residents173,5
432,Residents142,3
457,Residents140,8
483,Residents124,2
487,Residents144,3
490,Residents31,2
492,Residents145,9
496,Staff35,9
512,Residents103,2
518,Residents65,3
531,Residents63,4
531,Residents66,7
545,Residents110,5
576,Residents104,4
586,Staff130,3
590,Residents36,3
629,Residents62,4
634,Residents154,9
641,Staff126,2
649,Residents39,8
649,Residents40,2
649,Residents28,4
652,Residents99,2
653,Staff82,7
656,Residents106,2
657,Residents27,4
672,Staff148,9
679,Residents51,3
725,Staff143,3
738,Residents166,5
745,Residents29,9
751,Staff1,4
751,Staff48,3
759,Residents159,7
778,Staff114,9
787,Residents52,5
790,Residents33,6
811,Staff110,3
931,Residents160,5
963,Staff74,7
1140,Residents161,6
1266,Staff163,3
1343,Staff91,3
