cycle,name,latent_period
317,Residents143,7
318,Residents141,5
438,Residents158,7
451,Residents164,5
464,Staff72,4
518,Residents142,7
544,Residents46,2
552,Residents157,2
659,Staff121,8
661,Staff94,3
746,Staff119,4
768,Staff88,4
834,Residents86,8
850,Staff105,3
875,Staff53,2
892,Staff77,3
938,Staff26,3
979,Staff103,9
1004,Residents133,3
1033,Residents22,7
1034,Staff120,5
1037,Staff73,7
1045,Residents85,3
1079,Staff114,2
1087,Residents132,9
1089,Residents21,4
1113,Residents19,5
1123,Residents23,9
1133,Staff36,2
1141,Residents31,2
1172,Residents39,9
1186,Residents48,6
1197,Residents40,4
1204,Staff116,6
1208,Residents25,7
1223,Residents5,9
1250,Staff35,2
1253,Staff125,9
1287,Residents18,4
1299,Staff97,7
1299,Staff47,5
1322,Staff84,7
1325,Staff46,9
1343,Staff30,8
1391,Staff78,4
1393,Residents49,4
1415,Staff61,4
1421,Staff38,6
