cycle,name,latent_period
68,Residents167,2
106,Residents165,5
187,Staff5,6
197,Residents119,3
210,Residents102,8
210,Staff132,3
212,Residents118,9
226,Residents116,9
232,Residents20,3
273,Residents6,4
284,Residents15,7
306,Residents16,6
323,Residents9,2
334,Residents152,9
340,Staff133,4
341,Residents154,3
404,Residents151,6
458,Staff114,8
460,Staff107,3
514,Staff19,3
534,Residents39,3
535,Residents110,4
593,Residents40,9
597,Staff50,3
669,Residents73,6
685,Residents162,9
719,Residents41,5
774,Residents74,7
792,Staff109,3
834,Staff123,4
838,Residents70,7
855,Residents171,4
865,Residents72,6
919,Residents48,8
926,Residents53,5
935,Residents10,8
972,Residents117,3
992,Residents114,2
1028,Residents103,4
1092,Residents52,2
1172,Residents135,4
1305,Staff97,8
