cycle,name,latent_period
51,Residents92,2
99,Staff120,3
99,Staff124,6
100,Staff54,4
128,Residents121,3
128,Residents128,3
130,Residents91,2
136,Staff134,4
138,Residents131,7
143,Residents156,3
146,Residents80,3
146,Staff163,2
150,Residents42,3
154,Staff29,3
185,Residents21,2
202,Residents120,9
216,Residents132,2
217,Residents23,3
220,Staff56,9
223,Residents26,2
236,Residents43,4
241,Residents44,6
241,Staff15,2
260,Residents108,7
266,Residents150,9
290,Staff143,3
291,Residents158,5
294,Residents47,2
302,Residents140,6
311,Residents169,5
315,Residents111,2
315,Residents112,8
315,Staff137,2
320,Residents69,9
331,Residents16,8
337,Staff13,3
341,Residents14,2
343,Residents49,9
343,Residents15,4
350,Residents138,8
350,Residents168,8
352,Staff101,8
355,Residents113,7
356,Residents142,4
356,Staff109,5
358,Residents12,2
363,Residents141,8
364,Staff59,6
370,Residents73,9
372,Staff31,2
385,Staff82,5
386,Staff66,2
387,Staff149,4
389,Residents50,5
389,Residents48,3
401,Staff55,7
413,Residents155,4
423,Residents45,3
430,Residents46,2
432,Residents117,2
433,Residents152,4
448,Residents67,6
452,Staff45,8
464,Residents51,6
465,Residents53,2
482,Residents139,3
486,Residents153,6
499,Residents52,7
511,Residents154,2
521,Residents118,8
526,Residents24,3
551,Residents1,2
568,Residents5,9
590,Residents4,5
600,Staff11,6
605,Staff39,8
653,Residents127,5
672,Residents135,3
676,Residents6,9
680,Residents102,2
716,Staff37,2
758,Residents104,3
765,Residents119,4
795,Residents162,6
971,Residents164,5
1050,Staff69,9
1072,Staff46,7
1096,Staff112,5
1100,Staff34,5
1173,Staff158,6
1877,Residents103,4
1877,Residents105,6
