cycle,name,latent_period
73,Residents42,3
75,Residents41,5
83,Residents27,3
100,Staff125,9
103,Residents43,7
118,Residents106,3
201,Residents31,8
232,Residents84,2
268,Residents146,3
280,Residents80,9
290,Residents115,3
293,Residents131,2
298,Staff25,5
300,Residents78,8
310,Residents85,2
315,Residents126,2
320,Residents34,4
321,Residents69,3
321,Staff161,2
331,Residents119,2
341,Residents59,8
342,Residents90,9
348,Staff159,2
356,Residents129,3
365,Residents62,8
366,Residents118,4
377,Residents58,7
379,Staff168,9
380,Residents89,9
382,Residents151,3
382,Residents152,8
386,Residents117,4
390,Residents103,5
390,Residents162,4
396,Residents54,2
396,Residents57,6
399,Residents44,4
401,Residents134,3
404,Residents30,3
409,Residents53,2
415,Staff22,3
437,Residents2,7
446,Residents127,2
452,Residents1,3
458,Staff80,4
459,Residents142,3
462,Residents139,5
465,Residents51,7
468,Staff41,2
469,Residents154,3
474,Staff153,2
475,Staff58,5
476,Residents4,3
489,Residents86,3
498,Residents91,4
500,Residents160,5
505,Residents147,8
519,Residents79,8
519,Residents9,4
537,Residents155,6
540,Staff24,8
544,Residents109,3
564,Residents172,6
575,Residents150,2
580,Residents49,2
602,Residents141,3
607,Residents45,6
665,Staff105,4
667,Staff138,4
694,Residents0,2
706,Residents48,9
726,Residents149,3
732,Residents108,9
745,Residents110,9
756,Residents46,4
759,Residents47,5
780,Residents23,8
811,Residents143,7
870,Residents140,3
1019,Residents22,2
1069,Residents21,4
