cycle,name,latent_period
47,Residents54,5
52,Staff47,8
121,Residents87,3
125,Staff131,4
125,Staff132,2
126,Residents43,3
143,Residents149,4
147,Residents88,9
156,Residents147,2
158,Residents137,6
159,Residents44,7
159,Residents127,2
162,Staff157,2
169,Residents107,5
175,Residents94,8
190,Residents129,2
191,Residents158,3
193,Residents67,4
195,Residents105,8
208,Residents159,3
217,Residents148,6
223,Residents89,3
227,Residents95,3
235,Residents2,7
243,Staff155,9
251,Residents133,5
260,Residents75,6
265,Staff26,4
268,Residents38,2
270,Residents157,4
283,Staff152,2
284,Residents42,9
288,Staff6,5
290,Residents50,2
298,Residents35,9
298,Residents156,5
302,Residents76,7
307,Residents93,5
309,Residents169,7
314,Staff88,9
315,Residents108,9
316,Staff56,3
322,Residents166,3
326,Residents160,8
328,Staff143,7
328,Staff105,9
332,Staff43,4
332,Staff110,6
333,Staff36,4
338,Residents106,9
338,Staff67,3
343,Residents150,2
346,Residents37,4
354,Residents152,9
359,Residents48,9
364,Staff37,3
368,Staff126,9
369,Residents131,2
381,Residents97,8
381,Residents161,9
386,Residents126,5
396,Staff69,8
410,Residents92,5
411,Residents111,3
413,Staff101,7
418,Residents91,4
419,Staff14,2
420,Residents130,6
429,Staff29,7
432,Residents68,3
437,Staff83,2
441,Residents90,3
444,Residents151,3
457,Residents170,7
475,Staff2,2
480,Residents124,2
481,Residents168,2
482,Staff125,5
485,Residents123,2
485,Staff28,8
489,Staff118,8
494,Residents125,6
505,Residents154,9
506,Residents83,7
520,Residents100,4
526,Residents33,3
539,Residents53,7
539,Staff98,8
539,Staff100,6
542,Residents9,6
547,Residents64,5
561,Residents56,6
574,Residents3,7
575,Staff149,6
580,Staff80,8
581,Residents16,2
593,Residents143,4
610,Residents165,8
620,Residents17,3
626,Residents34,2
640,Staff134,2
641,Residents18,9
644,Residents96,2
659,Residents15,7
700,Residents10,5
768,Residents63,9
786,Staff135,6
817,Staff153,5
833,Staff148,5
893,Residents110,3
1060,Residents66,9
1265,Residents172,8
1336,Staff23,7
1339,Residents141,4
1385,Residents39,9
