cycle,name,latent_period
140,Residents172,4
299,Residents74,8
477,Residents82,2
482,Residents83,3
563,Residents78,7
718,Residents77,2
730,Staff72,8
745,Staff20,3
768,Staff89,3
768,Staff102,2
809,Staff34,2
811,Staff169,3
817,Staff66,2
817,Staff14,9
824,Residents162,7
831,Residents110,8
837,Staff121,5
842,Residents161,5
846,Residents8,9
866,Residents1,9
867,Residents159,5
868,Staff21,4
870,Residents84,9
877,Residents106,5
882,Residents128,3
887,Residents5,3
908,Residents35,3
911,Residents80,7
921,Residents39,7
925,Residents154,2
930,Residents53,3
937,Staff91,2
938,Residents164,4
940,Staff148,2
953,Staff141,2
954,Residents14,3
964,Staff16,4
966,Residents132,4
974,Residents126,6
982,Residents119,7
984,Residents127,7
989,Staff161,4
991,Residents142,3
992,Residents160,6
993,Residents28,7
997,Residents155,2
1018,Residents69,5
1026,Residents34,4
1032,Residents29,2
1069,Staff7,5
1082,Residents41,9
1090,Residents141,2
1132,Staff48,8
1155,Residents33,7
1179,Residents117,2
1186,Residents124,2
1475,Staff154,5
