cycle,name,latent_period
143,Residents62,4
150,Residents166,5
164,Residents171,8
179,Residents114,3
188,Residents132,8
192,Residents153,3
202,Residents163,3
207,Residents3,4
219,Residents167,6
229,Residents134,6
232,Residents170,8
234,Residents113,2
245,Residents124,8
249,Residents28,5
250,Residents105,9
250,Residents154,5
252,Residents29,2
258,Staff118,8
267,Staff163,7
268,Residents164,9
271,Residents116,5
280,Residents15,6
280,Residents16,6
283,Residents168,6
287,Residents173,4
290,Residents39,6
294,Residents17,3
295,Residents162,8
299,Residents119,2
299,Residents121,4
302,Residents34,7
304,Staff134,6
311,Staff30,7
312,Residents102,7
313,Residents57,6
315,Residents118,2
317,Staff44,4
324,Residents4,2
326,Residents14,6
326,Residents156,7
327,Residents7,9
329,Staff59,2
332,Residents31,2
333,Staff40,2
339,Residents21,4
339,Staff77,2
345,Residents2,9
345,Residents13,3
351,Residents5,5
353,Residents0,3
354,Residents111,5
363,Residents155,2
363,Staff135,8
363,Staff127,9
365,Residents139,6
365,Residents90,2
371,Residents20,9
375,Residents22,8
381,Staff110,3
382,Residents130,7
383,Residents41,4
386,Staff119,6
387,Residents148,3
391,Residents106,4
404,Staff111,8
410,Residents146,3
410,Residents161,2
411,Staff78,5
411,Staff31,9
414,Residents37,8
414,Residents24,5
423,Residents133,2
423,Residents52,5
424,Staff22,6
432,Staff161,9
433,Residents44,3
433,Residents157,3
433,Staff138,8
448,Staff141,5
449,Residents92,9
449,Staff87,9
450,Staff91,4
452,Residents122,5
453,Residents32,5
464,Residents77,2
467,Residents149,5
471,Staff5,7
472,Residents51,6
480,Staff57,3
490,Residents23,4
492,Residents59,2
492,Residents126,5
495,Residents145,3
496,Staff105,8
503,Staff13,9
514,Residents38,5
525,Residents43,3
532,Residents78,5
533,Residents36,7
540,Residents42,5
551,Staff12,8
551,Staff107,5
578,Staff46,4
600,Staff130,2
663,Residents93,6
666,Staff147,7
668,Residents79,9
681,Residents99,3
719,Residents94,5
760,Residents100,2
761,Residents96,9
