cycle,name,latent_period
41,Residents115,5
124,Residents114,6
322,Residents53,8
362,Residents47,5
409,Staff95,6
432,Staff88,2
434,Residents50,3
484,Residents140,2
491,Residents74,8
493,Residents104,8
500,Residents100,2
553,Residents4,5
588,Residents73,7
603,Residents108,5
651,Residents129,2
664,Staff11,8
679,Residents163,8
682,Residents51,8
693,Residents130,4
696,Residents101,6
708,Residents67,3
739,Residents5,2
740,Residents134,9
758,Residents35,4
769,Residents131,5
796,Residents63,3
803,Residents132,7
804,Residents68,3
805,Residents128,4
817,Residents139,2
837,Residents172,5
857,Residents118,5
866,Residents171,2
875,Residents52,5
881,Residents72,7
886,Residents19,5
892,Residents34,2
894,Residents31,3
900,Residents106,5
902,Residents164,8
914,Residents119,6
915,Residents27,2
949,Residents138,9
966,Residents61,3
977,Residents160,7
980,Residents127,9
984,Staff33,7
1013,Residents161,6
1025,Residents71,9
1038,Residents82,6
1041,Residents89,2
1041,Residents84,5
1050,Residents142,7
1060,Residents70,3
1066,Residents33,2
1084,Residents144,7
1098,Residents66,2
1155,Residents88,3
1157,Residents159,5
1188,Residents81,4
1225,Residents141,7
1239,Residents85,4
1323,Residents83,5
1347,Residents150,9
1388,Residents152,7
1408,Residents124,6
1487,Residents135,3
1582,Residents151,3
1716,Residents153,6
1881,Residents154,2
