cycle,name,latent_period
88,Staff7,4
115,Staff24,5
314,Staff10,4
339,Staff72,7
431,Residents105,2
437,Staff96,3
457,Staff90,3
482,Residents107,2
579,Residents77,8
602,Residents142,2
742,Residents119,9
746,Residents117,2
781,Staff167,5
785,Staff141,4
796,Residents118,6
800,Staff125,3
817,Residents40,6
819,Residents88,4
834,Staff106,8
839,Residents13,3
879,Staff20,4
881,Staff19,5
910,Residents143,6
914,Staff1,5
925,Residents87,6
935,Staff13,3
941,Residents85,2
957,Staff109,7
972,Residents12,8
974,Residents173,3
1010,Staff6,2
1033,Staff145,8
1055,Staff11,4
1060,Staff66,4
1073,Residents165,2
1122,Residents166,4
1177,Staff102,4
1296,Staff87,4
1297,Staff21,2
