cycle,name,latent_period
63,Residents107,8
84,Residents104,6
90,Staff5,2
111,Staff19,6
114,Residents68,7
163,Staff122,6
175,Residents41,6
184,Residents39,4
197,Staff91,7
287,Residents103,7
293,Staff57,6
293,Staff156,8
307,Staff150,8
307,Staff47,5
308,Staff12,4
317,Staff95,5
318,Residents167,2
326,Residents40,5
333,Staff9,3
333,Staff160,2
346,Residents171,8
367,Residents151,2
380,Staff101,3
400,Residents22,9
422,Residents98,6
422,Residents96,6
446,Residents154,9
447,Residents150,3
470,Residents62,2
490,Staff27,7
493,Residents23,5
496,Staff11,9
498,Staff39,2
498,Staff136,4
500,Residents152,5
552,Staff108,4
552,Staff61,7
576,Staff41,3
600,Staff81,5
613,Residents173,8
624,Staff100,3
628,Staff154,6
661,Staff126,2
679,Residents42,7
691,Residents78,7
721,Residents47,6
723,Staff88,7
725,Residents17,4
732,Residents1,2
780,Residents44,7
792,Staff102,2
792,Staff144,4
803,Residents135,5
824,Residents82,6
831,Residents16,2
944,Residents43,8
974,Residents90,2
1056,Staff161,3
1082,Staff119,8
1129,Staff48,2
1154,Staff159,9
