cycle,name,latent_period
36,Residents84,8
69,Staff28,2
76,Staff1,4
89,Residents105,4
91,Staff76,3
121,Residents159,2
143,Residents161,4
144,Residents128,4
145,Residents149,8
155,Residents64,7
155,Residents142,8
156,Residents129,2
160,Residents130,6
164,Residents146,5
169,Staff106,2
178,Residents135,8
186,Residents166,6
190,Residents157,6
195,Staff123,5
203,Staff169,8
204,Residents81,6
217,Residents160,2
228,Residents158,3
231,Residents1,2
240,Staff82,5
245,Residents127,2
251,Residents9,2
253,Residents145,2
253,Residents107,9
254,Residents104,6
260,Residents136,8
262,Residents126,7
264,Residents124,3
289,Residents0,4
291,Residents144,6
312,Residents60,2
316,Staff46,7
317,Residents106,5
324,Residents63,5
342,Residents17,5
343,Residents62,5
361,Residents143,3
364,Residents152,2
366,Residents133,5
368,Residents16,4
376,Residents112,9
376,Residents113,6
378,Residents58,3
386,Residents78,2
387,Residents167,2
389,Residents8,4
393,Residents108,9
394,Residents153,5
395,Residents169,5
405,Staff136,5
410,Residents15,8
410,Residents61,3
411,Residents53,3
412,Staff56,8
414,Residents120,3
425,Residents94,8
438,Residents123,2
440,Residents79,2
441,Residents80,2
442,Residents93,6
462,Residents122,8
463,Residents66,4
464,Residents23,4
464,Residents21,5
473,Residents26,2
488,Staff128,4
507,Residents95,3
528,Residents27,3
528,Residents111,4
530,Residents150,3
534,Residents132,7
537,Residents109,3
546,Residents6,5
555,Staff30,2
560,Residents24,5
562,Residents46,5
571,Staff38,5
600,Residents18,5
601,Staff152,2
602,Residents164,3
603,Staff65,4
624,Residents45,9
630,Residents3,2
633,Residents32,7
648,Residents116,5
649,Staff125,6
652,Residents4,5
657,Residents71,3
676,Residents117,9
676,Staff113,2
677,Residents118,7
681,Residents114,8
689,Residents5,5
690,Residents31,6
700,Residents43,2
737,Residents42,4
747,Residents22,3
755,Residents34,6
767,Residents115,3
774,Residents69,2
790,Residents168,6
791,Residents163,2
804,Residents68,8
811,Staff144,3
822,Residents20,2
832,Staff45,3
834,Residents30,2
847,Residents119,3
869,Residents29,8
991,Residents40,6
1013,Staff54,6
1057,Residents35,2
1186,Staff77,4
1191,Residents41,7
